"","country","name","title","startYr","endYr"
"658","comoros","hamada_madi_","prime minister","20001129","20020415"
"659","comoros","bianrifi_tarmidi_","prime minister","19991202","20001129"
"660","comoros","abbas_djoussouf_","prime minister","19981122","19990430"
"661","comoros","nourdine_bourhane_","prime minister","19971207","19980530"
"662","comoros","ahmed_abdou_","prime minister","19961227","19970909"
"663","comoros","tadjidine_ben_said_massounde_","prime minister","19950429","19960327"
"664","comoros","halifa_houmadi_","prime minister","19941014","19950429"
"665","comoros","mohamed_abdou_madi_","prime minister","19940102","19941014"
"666","comoros","ahmed_ben_cheikh_attoumane_","prime minister","19930620","19940102"
"667","comoros","said_ali_mohamed_","prime minister","19930526","19930619"
"668","comoros","ibrahim_halidi_","prime minister","19930101","19930526"
"669","comoros","mohamed_taki_abdoulkarim_","prime minister","19920107","19920715"
"670","comoros","ali_mroudjae_","prime minister","19820208","19841231"
"671","comoros","salim_ben_ali_","prime minister","19781222","19820208"
"672","comoros","abdallah_mohamed_","prime minister","19760107","19781222"
"673","comoros","ahmed_abdallah_","president of the government council","19721226","19750706"
"674","comoros","said_mohamed_jaffar_","president of the government council","19720616","19721226"
"675","comoros","said_ibrahim_ben_ali_","president of the government council","19700402","19720616"
"676","comoros","said_mohamed_cheikh_","president of the government council","19620101","19700316"
"677","comoros","ahmed_abdallah_sambi_","president","20060526","20161201"
"678","comoros","hamada_madi_","president","20020121","20020526"
"679","comoros","azali_assoumani_","president","19990430","20020121"
"680","comoros","tadjidine_ben_said_massounde_","president","19981106","19990430"
"681","comoros","caabi_el_yachroutu_","president","19951005","19960126"
"682","comoros","said_ali_kemal_","president","19951002","19951005"
"683","comoros","mohamed_taki_abdoulkarim_","president","19951002","19951005"
"684","comoros","ayouba_combo_","president","19950929","19951002"
"685","comoros","said_mohamed_djohar_","president","19891127","19950929"
"686","comoros","ahmed_abdallah_","president","19781003","19891127"
"687","comoros","mohamed_ahmed_","president","19780523","19781003"
"688","comoros","ahmed_abdallah_","president","19780523","19781003"
"689","comoros","said_atthoumani_","president","19780513","19780523"
"690","comoros","ali_soilih_","president","19760103","19780513"
"691","comoros","said_mohamed_jaffar_","president","19750803","19760103"
"692","comoros","ahmed_abdallah_","president","19750706","19750803"
"693","comoros","jacques_mouradian_","high commissioner","19691101","19750701"
"694","congo","isidore_mvouba_","prime minister","20050107","20161201"
"695","congo","bernard_kolelas_","prime minister","19970908","19971015"
"696","congo","david_charles_ganao_","prime minister","19960827","19970908"
"697","congo","joachim_yhombi_opango_","prime minister","19930623","19960827"
"698","congo","claude_antoine_dacosta_","prime minister","19921206","19930623"
"699","congo","stephane_maurice_bongho_nouarra_","prime minister","19920902","19921206"
"700","congo","andre_milongo_","prime minister","19910608","19920902"
"701","congo","louis_sylvain_goma_","prime minister","19910108","19910608"
"702","congo","pierre_moussa_","prime minister","19901203","19910108"
"703","congo","pascal_lissouba_","president","19920831","19971015"
"704","congo","denis_sassou_nguesso_","president","19790208","19920831"
"705","cook_islands","jim_marurai_","prime minister","20041214","20161201"
"706","cook_islands","robert_woonton_","prime minister","20020211","20041211"
"707","cook_islands","terepai_maoate_","prime minister","19991118","20020211"
"708","cook_islands","fred_goodwin_","queen' representative","20010209","20161201"
"709","cook_islands","lawrence_murray_greig_","queen' representative","20001114","20010209"
"710","cook_islands","brian_donnelly_","high commissioner","20080221","20161201"
"711","cook_islands","john_bryan_","high commissioner","20050906","20080201"
"712","cook_islands","kurt_meyer_","high commissioner","20010706","20050829"
"713","cook_islands","rob_moore_jones_","high commissioner","19980701","20010701"
"714","cote_divoire","guillaume_soro_|guillaume_kigbafori_soro_","prime minister","20070404","20161201"
"715","cote_divoire","charles_konan_banny_","prime minister","20051207","20070404"
"716","cote_divoire","affi_nguessan_","prime minister","20001027","20030210"
"717","cote_divoire","seydou_diarra_","prime minister","20000518","20001027"
"718","cote_divoire","daniel_kablan_duncan_","prime minister","19931211","19991224"
"719","cote_divoire","alassane_ouattara_|alassane_dramane_ouattara_|alassane_ouattara_","prime minister","19901107","19931211"
"720","cote_divoire","laurent_gbagbo_","president","20001026","20161201"
"721","cote_divoire","robert_guei_","president","19991225","20001025"
"722","cote_divoire","henri_konan_bedie_","president","19931207","19991224"
"723","croatia","ivo_sanader_","prime minister","20031223","20161201"
"724","croatia","ivica_racan_","prime minister","20000127","20031223"
"725","croatia","zlatko_matesa_","prime minister","19951104","20000127"
"726","croatia","nikica_valentic_","prime minister","19930329","19951104"
"727","croatia","hrvoje_sarinic_","prime minister","19920908","19930329"
"728","croatia","franjo_greguric_","prime minister","19910803","19920908"
"729","croatia","josip_manolic_","prime minister","19900824","19910803"
"730","croatia","stipe_mesic_","prime minister","19900530","19900824"
"731","croatia","stipe_mesic_|stjepan_mesic_","president","20000218","20161201"
"732","croatia","zlatko_tomcic_","president","20000202","20000218"
"733","croatia","vlatko_pavletic_","president","19991126","20000202"
"734","croatia","franjo_tudjman_","president","19900530","19991210"
"735","cuba","raul_castro_","president of the council of minister","20060731","20161201"
"736","cuba","fidel_castro_","president of the council of minister","19761203","20080224"
"737","cuba","raul_castro_","president of the council of state","20060731","20161201"
"738","cuba","fidel_castro_","president of the council of state","19761203","20080224"
"739","czech_republic","mirek_topolanek_","prime minister","20060904","20161201"
"740","czech_republic","jiri_paroubek_","prime minister","20050425","20060904"
"741","czech_republic","stanislav_gross_","prime minister","20040726","20050425"
"742","czech_republic","vladimir_spidla_","prime minister","20020712","20040726"
"743","czech_republic","milos_zeman_","prime minister","19980717","20020712"
"744","czech_republic","josef_tosovsko_","prime minister","19971217","19980717"
"745","czech_republic","vaclav_klaus_","prime minister","19920702","19971217"
"746","czech_republic","petr_pithart_","prime minister","19900206","19920702"
"747","czech_republic","vladimir_spidla_","president","20030202","20030307"
"748","czech_republic","vaclav_klaus_","president","20030307","20161201"
"749","czech_republic","jan_strask_y","president","19920720","19921231"
"750","czech_republic","vaclav_havel_","president","19891229","19920720"
"751","democratic_republic_of_the_congo","adolphe_muzito","prime minister","20081010","20161201"
"752","democratic_republic_of_the_congo","antione_gizenga","prime minister","20061230","20081010"
"753","democratic_republic_of_the_congo","norbert_likulia_bolongo","prime minister","19970409","19970516"
"754","democratic_republic_of_the_congo","joseph_kabila_kabange","president","20010117","20161201"
"755","democratic_republic_of_the_congo","laurent_desire_kabila","president","19970517","20010118"
"756","denmark","anders_fogh_rasmussen_","prime minister","20011127","20161201"
"757","denmark","poul_nyrup_rasmussen_","prime minister","19930125","20011127"
"758","denmark","poul_schluter_","prime minister","19820910","19930125"
"759","denmark","margrethe_ii_","king","19720114","20161201"
"760","denmark","frederik_ix_","king","19470420","19720114"
"761","dominica","roosevelt_skerrit_|roosevelt_skeritt_","prime minister","20040108","20161201"
"762","dominica","osborne_riviere_","prime minister","20040106","20040108"
"763","dominica","pierre_charles_","prime minister","20001001","20040106"
"764","dominica","rosie_douglas_","prime minister","20000203","20001001"
"765","dominica","edison_james_","prime minister","19950614","20000203"
"766","dominica","eugenia_charles_","prime minister","19800721","19950614"
"767","dominica","oliver_seraphine_","prime minister","19790621","19800721"
"768","dominica","patrick_r_john_","prime minister","19781103","19790621"
"769","dominica","patrick_r_john_","premier","19740727","19781103"
"770","dominica","edward_oliver_leblanc_","premier","19670301","19740727"
"771","dominica","nicholas_liverpool_|nicholas_j_o_liverpool_","president","20031002","20161201"
"772","dominica","vernon_shaw_","president","19981006","20031001"
"773","dominica","crispin_sorhaindo_","president","19931025","19981005"
"774","dominica","clarence_augustus_seignoret_","president","19831219","19931025"
"775","dominica","aurelius_marie_","president","19800225","19831219"
"776","dominica","jenner_armour_","president","19790621","19800225"
"777","dominica","fred_degazon_","president","19790116","19800201"
"778","dominica","sir_louis_cools_lartigue_","president","19781103","19790116"
"779","dominica","sir_louis_cools_lartigue_","governor","19680101","19781103"
"780","dominican_republic","hipolito_mejia_","president","20000816","20040816"
"781","dominican_republic","leonel_fernandez_","president","19960816","20000816"
"782","dominican_republic","salvador_jorge_blanco_","president","19820816","19860816"
"783","dominican_republic","jacobo_majluta_azar_","president","19820704","19820816"
"784","dominican_republic","antonio_guzman_fernandez_","president","19780816","19820704"
"785","dominican_republic","joaquin_balaguer_","president","19660701","19780816"
"786","ecuador","carlos_solorzano_","council of state","20000121","20000122"
"787","ecuador","antonio_vargas_","council of state","20000121","20000122"
"788","ecuador","carlos_mendoza_","council of state","20000121","20000122"
"789","ecuador","rafael_correa_","president","20070115","20161201"
"790","ecuador","alfredo_palacio_","president","20050420","20070115"
"791","ecuador","lucio_gutierrez_","president","20030115","20050420"
"792","ecuador","gustavo_noboa_","president","20000122","20030115"
"793","ecuador","jamil_mahuad_","president","19980810","20000121"
"794","ecuador","rosalia_arteaga_serrano_","president","19970209","19970211"
"795","ecuador","fabian_alarcon_","president","19970206","19970209"
"796","ecuador","abdala_bucaram_ortiz_","president","19960810","19970206"
"797","ecuador","sixto_duran_ballen_","president","19920810","19960810"
"798","ecuador","rodrigo_borja_cevallos_","president","19880810","19920810"
"799","ecuador","leon_febres_cordero_rivadeneira_","president","19840810","19880810"
"800","ecuador","osvaldo_hurtado_larrea_","president","19810524","19840810"
"801","ecuador","jaime_roldos_aguilera_","president","19790810","19810524"
"802","ecuador","alfredo_ernesto_poveda_burbano_","president","19760111","19790810"
"803","ecuador","guillermo_rodriguez_lara_","president","19720215","19760111"
"804","ecuador","jose_maria_velasco_ibarra_","president","19680901","19720215"
"805","egypt","ahmed_nazif_|ahmed_mohamed_nazif_|ahmed_mahmoud_mohamed_nazif_","prime minister","20040714","20161201"
"806","egypt","atef_ebeid_","prime minister","19991005","20040714"
"807","egypt","kamal_ganzouri_","prime minister","19960104","19991005"
"808","egypt","atef_sedki_","prime minister","19861110","19960104"
"809","egypt","ali_lutfi_","prime minister","19850904","19861110"
"810","egypt","kamal_hassan_ali_","prime minister","19840717","19850904"
"811","egypt","ahmad_fuad_mohieddin_","prime minister","19820102","19840605"
"812","egypt","hosni_mubarak_","prime minister","19811007","19820102"
"813","egypt","mustafa_khalil_","prime minister","19781002","19800515"
"814","egypt","mamdouh_salem_","prime minister","19750416","19781002"
"815","egypt","abdelaziz_hejazi_","prime minister","19740925","19750416"
"816","egypt","anwar_as_sadat_","prime minister","19730326","19740925"
"817","egypt","aziz_sedki_","prime minister","19720117","19730326"
"818","egypt","mahmoud_fawzi_","prime minister","19701021","19720117"
"819","egypt","gamal_abdel_nasser_","prime minister","19670619","19700928"
"820","egypt","hosni_mubarak_","president","19811014","20161201"
"821","egypt","sufi_abu_taleb_","president","19811006","19811014"
"822","egypt","anwar_as_sadat_","president","19700928","19811006"
"823","egypt","gamal_abdel_nasser_","president","19541114","19700928"
"824","el_salvador","jose_napoleon_duarte_","revolutionary junta","19800310","19820502"
"825","el_salvador","hector_miguel_antonio_dada_hirezi_","revolutionary junta","19800109","19800303"
"826","el_salvador","jose_ramon_avalos_navarrete_","revolutionary junta","19800109","19820502"
"827","el_salvador","jose_antonio_morales_ehrlich_","revolutionary junta","19800109","19820502"
"828","el_salvador","mario_antonio_andino_","revolutionary junta","19791017","19800105"
"829","el_salvador","guillermo_ungo_","revolutionary junta","19791017","19800105"
"830","el_salvador","roman_mayorga_quiros_","revolutionary junta","19791017","19800105"
"831","el_salvador","jaime_abdul_gutierrez_avendano_","revolutionary junta","19791015","19820502"
"832","el_salvador","adolfo_arnoldo_majano_ramos_","revolutionary junta","19791015","19801207"
"833","el_salvador","antonio_saca_","president","20040601","20161201"
"834","el_salvador","francisco_flores_","president","19990601","20040601"
"835","el_salvador","armando_calderon_sol_","president","19940601","19990601"
"836","el_salvador","alfredo_cristiani_","president","19890601","19940601"
"837","el_salvador","jose_napoleon_duarte_","president","19840601","19890601"
"838","el_salvador","alvaro_alfredo_magana_borja_","president","19820502","19840601"
"839","el_salvador","jose_napoleon_duarte_","president","19801222","19820502"
"840","el_salvador","carlos_humberto_romero_","president","19770701","19791015"
"841","el_salvador","arturo_armando_molina_","president","19720701","19770701"
"842","el_salvador","fidel_sanchez_hernandez_","president","19670701","19720701"
"843","equatorial_guinea","ignacio_milam_tang_","prime minister","20080708","20161201"
"844","equatorial_guinea","ricardo_mangue_obama_nfubea_","prime minister","20060814","20080708"
"845","equatorial_guinea","miguel_abia_biteo_borico_","prime minister","20040614","20060814"
"846","equatorial_guinea","candido_muatetema_rivas_","prime minister","20010304","20040614"
"847","equatorial_guinea","angel_serafin_seriche_dougan_","prime minister","19960401","20010304"
"848","equatorial_guinea","silvestre_siale_bileka_","prime minister","19920304","19960401"
"849","equatorial_guinea","cristino_seriche_bioko_","prime minister","19820815","19920304"
"850","equatorial_guinea","teodoro_obiang_nguema_mbasogo_","president","19790803","20161201"
"851","equatorial_guinea","francisco_macias_nguema_","president","19681012","19790803"
"852","eritrea","isaias_afewerki_","president","19930524","20161201"
"853","eritrea","isaias_afewerki_","secretary general of the provisional government","19910529","19930524"
"854","estonia","andrus_ansip_","prime minister","20050413","20161201"
"855","estonia","juhan_parts_","prime minister","20030410","20050413"
"856","estonia","siim_kallas_","prime minister","20020128","20030410"
"857","estonia","mart_siimann_","prime minister","19970317","19990325"
"858","estonia","andres_tarand_","prime minister","19941108","19950417"
"859","estonia","mart_laar_","prime minister","19921021","19941108"
"860","estonia","tiit_vahi_","prime minister","19950417","19970317"
"861","estonia","edgar_savisaar_","prime minister","19900403","19920130"
"862","estonia","toomas_hendrik_ilves_|toomas_hendrik_ilves_","president","20061009","20161201"
"863","estonia","arnold_ruutel_","president","20011008","20061009"
"864","estonia","lennart_meri_","president","19921006","20011008"
"865","estonia","arnold_ruutel_","chairman of the supreme council","19900329","19921006"
"866","ethiopia","meles_zenawi_","prime minister","19950823","20161201"
"867","ethiopia","tamrat_layne_","prime minister","19910606","19950822"
"868","ethiopia","tesfaye_dinka_","prime minister","19910426","19910606"
"869","ethiopia","hailu_yimenu_","prime minister","19891108","19910426"
"870","ethiopia","fikre_selassie_wogderess_","prime minister","19870910","19891108"
"871","ethiopia","mikael_imru_","prime minister","19740803","19740912"
"872","ethiopia","endalkachew_makonnen_","prime minister","19740301","19740722"
"873","ethiopia","tsehafi_taezaz_aklilu_habte_wold_","prime minister","19610417","19740301"
"874","ethiopia","girma_wolde_giorgis_|girma_woldegiorgis_","president","20011008","20161201"
"875","ethiopia","negasso_gidada_","president","19950822","20011008"
"876","ethiopia","meles_zenawi_","president","19910528","19950822"
"877","ethiopia","tesfaye_gebre_kidan_","president","19910521","19910528"
"878","ethiopia","mengistu_haile_mariam_","president","19870910","19910521"
"879","ethiopia","tafari_benti_","chairman of the provisional military administrative council","19741128","19770203"
"880","ethiopia","mengistu_haile_mariam_","chairman of the provisional military administrative council","19741117","19741128"
"881","ethiopia","aman_mikael_andom_","chairman of the provisional military administrative council","19740912","19741117"
"882","ethiopia","asfa_wossen_","emperor","19740912","19750321"
"883","faeroe_islands","joannes_eidesgaard_","prime minister","20040203","20161201"
"884","faeroe_islands","anfinn_kallsberg_","prime minister","19980515","20040203"
"885","faeroe_islands","edmund_joensen_","prime minister","19940915","19980515"
"886","faeroe_islands","marita_petersen_","prime minister","19930118","19940915"
"887","faeroe_islands","jogvan_sundstein_","prime minister","19890118","19910115"
"888","faeroe_islands","pauli_ellefsen_","prime minister","19810105","19850110"
"889","faeroe_islands","atli_p_dam_","prime minister","19701212","19810105"
"890","faeroe_islands","kristian_djurhuus_","prime minister","19681119","19701212"
"891","faeroe_islands","dan_m_knudsen_","high commissioner","20080101","20161201"
"892","faeroe_islands","soren_christensen_","high commissioner","20050801","20080101"
"893","faeroe_islands","birgit_kleis_","high commissioner","20011101","20050801"
"894","faeroe_islands","vibeke_larsen_","high commissioner","19950101","20011101"
"895","faeroe_islands","bent_klinte_","high commissioner","19880101","19950101"
"896","faeroe_islands","niels_bentsen_","high commissioner","19810101","19880101"
"897","faeroe_islands","leif_groth_","high commissioner","19720101","19810101"
"898","faeroe_islands","mogens_wahl_","high commissioner","19610101","19720101"
"899","falkland_islands","harriet_hall_","governor","20060805","20060828"
"900","falkland_islands","howard_pearce_","governor","20021203","20060805"
"901","falkland_islands","russ_jarvis_","governor","20021123","20021203"
"902","falkland_islands","donald_lamont_","governor","19990512","20021123"
"903","falkland_islands","richard_ralph_","governor","19960108","19990101"
"904","falkland_islands","david_e_tatham_","governor","19920801","19951201"
"905","falkland_islands","william_h_fullerton_","governor","19880101","19920101"
"906","falkland_islands","gordon_wesley_jewkes_","governor","19851016","19880101"
"907","falkland_islands","jeremy_moore_","governor","19820614","19820625"
"908","falkland_islands","mario_benjamin_menendez_","governor","19820403","19820614"
"909","falkland_islands","rex_hunt_","governor","19800101","19820402"
"910","falkland_islands","james_roland_walter_parker_","governor","19770101","19800101"
"911","falkland_islands","neville_arthur_irwin_french_","governor","19750101","19770101"
"912","falkland_islands","ernest_gordon_lewis_","governor","19710101","19750101"
"913","falkland_islands","cosmo_dugal_patrick_thomas_haskard_","governor","19640101","19700101"
"914","fiji","ratu_kamisese_mara_","chief minister","19670901","19701010"
"915","fiji","voreqe_bainimarama_","president","20061205","20070104"
"916","fiji","ratu_josefa_iloilo_","president","20000718","20010315"
"917","fiji","ratu_sir_kamisese_mara_","president","19931216","20000529"
"918","fiji","ratu_sir_penaia_ganilau_","president","19871205","19931215"
"919","fiji","voreqe_bainimarama_","head of the interim military government","20000529","20000718"
"920","fiji","ratu_sir_penaia_ganilau_","governor general","19830212","19871006"
"921","fiji","ratu_sir_george_cakobau_","governor general","19730113","19830212"
"922","fiji","sir_robert_sidney_foster_","governor general","19701010","19730113"
"923","fiji","sir_robert_sidney_foster_","governor","19681201","19701010"
"924","finland","matti_vanhanen_|matti_taneli_vanhanen_","prime minister","20000301","20161201"
"925","finland","anneli_jaatteenmaki_","prime minister","20030417","20030624"
"926","finland","paavo_lipponen_","prime minister","19950413","20030417"
"927","finland","esko_aho_","prime minister","19910426","19950413"
"928","finland","harri_holkeri_","prime minister","19870430","19910426"
"929","finland","eino_uusitalo_","prime minister","19810911","19820219"
"930","finland","martti_miettunen_","prime minister","19751130","19770515"
"931","finland","keijo_liinamaa_","prime minister","19750613","19751130"
"932","finland","kalevi_sorsa_","prime minister","19720904","19750613"
"933","finland","rafael_paasio_","prime minister","19720223","19720904"
"934","finland","ahti_karjalainen_","prime minister","19700715","19711029"
"935","finland","teuvo_aura_","prime minister","19700514","19700715"
"936","finland","mauno_koivisto_","prime minister","19790526","19820127"
"937","finland","tarja_halonen_","president","20000301","20161201"
"938","finland","martti_ahtisaari_","president","19940301","20000301"
"939","finland","mauno_koivisto_","president","19820127","19940301"
"940","finland","urho_kekkonen_","president","19560301","19820127"
"941","gabon","jean_eyeghe_ndong_","prime minister","20060120","20161201"
"942","gabon","jean_francois_ntoutoume_emane_","prime minister","19990123","20060120"
"943","gabon","paulin_obame_nguema_","prime minister","19941102","19990123"
"944","gabon","casimir_oye_mba_","prime minister","19900503","19941102"
"945","gabon","leon_mebiame_","prime minister","19750416","19900503"
"946","gabon","omar_bongo_","president","19671128","20161201"
"947","gambia","david_jawara_","prime minister","19620612","19700424"
"948","gambia","yahya_jammeh_","president","19940722","20161201"
"949","gambia","kukoi_samba_sanyang_","president","19810730","19810805"
"950","gambia","sir_dawda_jawara_","president","19700424","19940722"
"951","gambia","farimang_mamadi_singhateh_","governor general","19660209","19700424"
"952","georgia","zurab_zhvania_","minister of state","20031127","20040217"
"953","georgia","avtandil_jorbenadze_","minister of state","20011221","20031127"
"954","georgia","giorgi_arsenishvili_","minister of state","20000511","20011221"
"955","georgia","vazha_lortkipanidze_","minister of state","19980807","20000511"
"956","georgia","niko_lekishvili_","minister of state","19951208","19980807"
"957","georgia","lado_gurgenidze_|vladimir_gurgenidze_","prime minister","20071122","20161201"
"958","georgia","zurab_nogaideli_","prime minister","20050217","20071122"
"959","georgia","zurab_zhvania_","prime minister","20040217","20050203"
"960","georgia","mikheil_saakashvili_","president","20040125","20071125"
"961","georgia","nino_burjanadze_","president","20031123","20040125"
"962","georgia","eduard_shevardnadze_","president","19920310","20031123"
"963","georgia","jaba_ioseliani_","president","19920106","19920310"
"964","georgia","tengiz_kitovani_","president","19920106","19920310"
"965","georgia","zviad_gamsakhurdia_","president","19901114","19920106"
"966","germany","angela_merkel_","chancellor","20051122","20161201"
"967","germany","gerhard_schroder_","chancellor","19981027","20051122"
"968","germany","helmut_kohl_","chancellor","19821001","19981027"
"969","germany","helmut_schmidt_","chancellor","19740516","19821001"
"970","germany","walter_scheel_","chancellor","19740507","19740516"
"971","germany","willy_brandt_","chancellor","19691021","19740507"
"972","germany","horst_kohler_","president","20040701","20161201"
"973","germany","johannes_rau_","president","19990701","20040630"
"974","germany","roman_herzog_","president","19940701","19990630"
"975","germany","richard_von_weizsacker_","president","19840701","19940630"
"976","germany","karl_carstens_","president","19790701","19840630"
"977","germany","walter_scheel_","president","19740701","19790630"
"978","germany","gustav_heinemann_","president","19690701","19740630"
"979","germany","lothar_de_maiziere_","chairman of the council of minister","19900412","19901002"
"980","germany","hans_modrow_","chairman of the council of minister","19891113","19900412"
"981","germany","horst_sindermann_","chairman of the council of minister","19731003","19761029"
"982","germany","willi_stoph_","chairman of the council of minister","19640924","19731003"
"983","germany","sabine_bergmann_pohl_","chairman of the council of state","19900405","19901002"
"984","germany","manfred_gerlach_","chairman of the council of state","19891206","19900405"
"985","germany","egon_krenz_","chairman of the council of state","19891024","19891206"
"986","germany","erich_honecker_","chairman of the council of state","19761029","19891024"
"987","germany","willi_stoph_","chairman of the council of state","19731003","19761029"
"988","germany","friedrich_ebert_","chairman of the council of state","19730801","19731003"
"989","germany","walter_ulbricht_","chairman of the council of state","19600912","19730801"
"990","ghana","kofi_busia_","prime minister","19690903","19720113"
"991","ghana","john_agyekum_kufuor_","president","20010107","20161201"
"992","ghana","hilla_limann_","president","19790924","19811231"
"993","ghana","jerry_john_rawlings_","president","19790604","19790924"
"994","ghana","fred_w_k_akuffo_","president","19780705","19790604"
"995","ghana","ignatius_kutu_acheampong_","president","19720113","19780705"
"996","ghana","edward_akufo_addo_","president","19700831","19720113"
"997","ghana","nii_amaa_ollennu_","president","19700807","19700831"
"998","ghana","akwasi_afrifa_","president","19690402","19700807"
"999","united_kingdom","gordon_brown_","prime minister","20070627","20161201"
"1000","united_kingdom","tony_blair_","prime minister","19970502","20070627"
"1001","united_kingdom","john_major_","prime minister","19901128","19970502"
"1002","united_kingdom","margaret_thatcher_","prime minister","19790504","19901128"
"1003","united_kingdom","james_callaghan_","prime minister","19760405","19790504"
"1004","united_kingdom","edward_heath_","prime minister","19700619","19740304"
"1005","united_kingdom","harold_wilson_","prime minister","19641016","19700619"
"1006","united_kingdom","elizabeth_ii","king","19520206","20161201"
"1007","greece","konstandinos_simitis_","prime minister","19960122","20040310"
"1008","greece","konstandinos_stephanopoulos_","prime minister","19950310","20050312"
"1009","greece","konstandinos_karamanlis_","prime minister","19741214","19741218"
"1010","greece","kostas_karamanlis_","prime minister","20040310","20161201"
"1011","greece","kostas_simitis_","prime minister","19960122","20040310"
"1012","greece","konstantinos_mitsotakis_","prime minister","19900411","19931013"
"1013","greece","xenophon_zolotas_","prime minister","19891123","19900411"
"1014","greece","ioannis_grivas_","prime minister","19891011","19891123"
"1015","greece","tzannis_tzannetakis_","prime minister","19890702","19891011"
"1016","greece","andreas_papandreou_","prime minister","19811021","19890702"
"1017","greece","georgios_rallis_","prime minister","19800509","19811021"
"1018","greece","konstantinos_karamanlis_","prime minister","19740723","19800509"
"1019","greece","adamantios_androutsopoulos_","prime minister","19731125","19740723"
"1020","greece","spyros_markezinis_","prime minister","19731008","19731125"
"1021","greece","georgios_papadopoulos_","prime minister","19671213","19731008"
"1022","greece","karolos_papoulias_","president","20050312","20161201"
"1023","greece","kostis_stephanopoulos_","president","19950310","20050312"
"1024","greece","christos_sartzetakis_","president","19850330","19900504"
"1025","greece","ioannis_alevras_","president","19850310","19850329"
"1026","greece","konstantinos_tsatsos_","president","19750620","19800514"
"1027","greece","michail_stasinopoulos_","president","19741218","19750620"
"1028","greece","konstantinos_karamanlis_","president","19741214","19741218"
"1029","greece","phaidon_ghizikis_","president","19731125","19741214"
"1030","greece","georgios_papadopoulos_","president","19730601","19731125"
"1031","greece","georgios_papadopoulos_","king","19720321","19730601"
"1032","greece","georgios_zoitakis_","king","19671213","19720321"
"1033","greece","konstantinos_ii_","king","19640306","19730601"
"1034","grenada","george_e_d_clyne_","chief minister","19610301","19610801"
"1035","grenada","herbert_a_blaize_","chief minister","19600101","19610301"
"1036","grenada","eric_gairy_","chief minister","19540101","19560101"
"1037","grenada","sir_daniel_williams_","governor general","19960809","20161201"
"1038","grenada","reginald_palmer_","governor general","19920806","19960809"
"1039","grenada","paul_scoon_","governor general","19781004","19920806"
"1040","grenada","leo_de_gale_","governor general","19740207","19781004"
"1041","grenada","leo_de_gale_","governor","19740124","19740207"
"1042","grenada","hilda_bynoe_","governor","19680101","19740121"
"1043","guatemala","alvaro_colom_caballeros_","president","20080114","20161201"
"1044","guatemala","oscar_berger_perdomo_","president","20040114","20080114"
"1045","guatemala","alfonso_portillo_cabrera_","president","20000114","20040114"
"1046","guatemala","alvaro_arzu_irigoyen_","president","19960114","20000114"
"1047","guatemala","ramiro_de_leon_carpio_","president","19930606","19960114"
"1048","guatemala","jorge_serrano_elias_","president","19910114","19930601"
"1049","guatemala","marco_vinicio_cerezo_arevalo_","president","19860114","19910114"
"1050","guatemala","oscar_humberto_mejia_victores_","president","19830808","19860114"
"1051","guatemala","efrain_rios_montt_","president","19820323","19830808"
"1052","guatemala","fernando_romeo_lucas_garcia_","president","19780701","19820323"
"1053","guatemala","kjell_eugenio_laugerud_garcia_","president","19740701","19780701"
"1054","guatemala","carlos_manuel_arana_osorio_","president","19700701","19740701"
"1055","guatemala","julio_cesar_mendez_montenegro_","president","19660701","19700701"
"1056","guinea","ahmed_tidiane_souare_","prime minister","20080523","20161201"
"1057","guinea","lansana_kouyate_","prime minister","20070301","20080523"
"1058","guinea","eugene_camara_","prime minister","20070209","20070301"
"1059","guinea","cellou_dalein_diallo_","prime minister","20041209","20060405"
"1060","guinea","francois_lonseny_fall_","prime minister","20040223","20040430"
"1061","guinea","lamine_sidime_","prime minister","19990308","20040223"
"1062","guinea","sidya_toure_","prime minister","19960709","19990308"
"1063","guinea","diarra_traore_","prime minister","19840405","19841218"
"1064","guinea","louis_lansana_beavogui_","prime minister","19720426","19840403"
"1065","guinea","lansana_conte_","president","19840403","20161201"
"1066","guinea","louis_lansana_beavogui_","president","19840327","19840403"
"1067","guinea","ahmed_sekou_toure_","president","19581002","19840326"
"1068","guinea_bissau","martinho_ndafa_cabi_","prime minister","20070413","20161201"
"1069","guinea_bissau","aristides_gomes_","prime minister","20051102","20070413"
"1070","guinea_bissau","carlos_gomes_junior_","prime minister","20040510","20051102"
"1071","guinea_bissau","artur_sanha_","prime minister","20030928","20040510"
"1072","guinea_bissau","mario_pires_","prime minister","20021117","20030914"
"1073","guinea_bissau","alamara_nhasse_","prime minister","20011209","20021117"
"1074","guinea_bissau","faustino_imbali_","prime minister","20010321","20011209"
"1075","guinea_bissau","caetano_ntchama_","prime minister","20000219","20010319"
"1076","guinea_bissau","francisco_fadul_","prime minister","19981203","20000219"
"1077","guinea_bissau","manuel_saturnino_da_costa_","prime minister","19941026","19970606"
"1078","guinea_bissau","carlos_correia_","prime minister","19911227","19941026"
"1079","guinea_bissau","victor_saude_maria_","prime minister","19820514","19840310"
"1080","guinea_bissau","joao_bernardo_vieira_","prime minister","19780928","19801114"
"1081","guinea_bissau","constantino_teixeira_","prime minister","19780707","19780928"
"1082","guinea_bissau","francisco_mendes_","prime minister","19730924","19780707"
"1083","guinea_bissau","henrique_rosa_","president","20030928","20051001"
